ID,SKU,name,description,current_price,current_stock,creation_date,last_update
2519,SKU-02519,Laptop HP 732,Equipo portátil para trabajo y estudio,24779.31,17,2026-06-07 00:00:00,2026-09-21 00:00:00
2520,SKU-02520,Audífonos JBL 2705,"Audífonos para música, llamadas y multimedia",1363.78,55,2025-06-05 00:00:00,2025-09-15 00:00:00
2521,SKU-02521,Laptop Dell 9968,Equipo portátil para trabajo y estudio,17625.17,31,2026-04-11 00:00:00,2026-06-14 00:00:00
2522,SKU-02522,Audífonos Logitech 6575,"Audífonos para música, llamadas y multimedia",3279.97,97,2025-02-13 00:00:00,2025-06-11 00:00:00
2523,SKU-02523,Router D-Link 4012,Router inalámbrico para conexión de red,2269.29,8,2025-02-18 00:00:00,2025-08-02 00:00:00
2524,SKU-02524,Laptop Dell 8498,Equipo portátil para trabajo y estudio,15086.19,2,2026-03-09 00:00:00,2026-08-17 00:00:00
2525,SKU-02525,Audífonos Logitech 3756,"Audífonos para música, llamadas y multimedia",2040.11,91,2026-05-29 00:00:00,2026-09-21 00:00:00
2526,SKU-02526,Teclado Genius 6444,Teclado para computadora de uso diario,1294.74,42,2026-02-22 00:00:00,2026-05-21 00:00:00
2527,SKU-02527,Audífonos Logitech 8988,"Audífonos para música, llamadas y multimedia",1848.04,80,2025-05-19 00:00:00,2025-07-06 00:00:00
2528,SKU-02528,Webcam Logitech 7824,Cámara web para videollamadas,2306.21,90,2025-07-31 00:00:00,2025-09-05 00:00:00
2529,SKU-02529,Teclado Genius 1305,Teclado para computadora de uso diario,2506.82,56,2025-04-13 00:00:00,2025-10-30 00:00:00
2530,SKU-02530,Router Netgear 9988,Router inalámbrico para conexión de red,2488.22,44,2026-08-15 00:00:00,2026-09-21 00:00:00
2531,SKU-02531,Monitor LG 6456,Monitor para computadora de alta resolución,6696.42,18,2025-10-22 00:00:00,2025-12-23 00:00:00
2532,SKU-02532,Cable USB Belkin 3103,Cable USB para conexión y transferencia de datos,393.83,74,2025-10-30 00:00:00,2025-12-08 00:00:00
2533,SKU-02533,Disco SSD Western Digital 2219,Unidad SSD para almacenamiento de datos,1541.28,17,2026-01-30 00:00:00,2026-03-27 00:00:00
2534,SKU-02534,Audífonos Sony 7476,"Audífonos para música, llamadas y multimedia",2954.88,12,2026-02-20 00:00:00,2026-08-14 00:00:00
2535,SKU-02535,Audífonos JBL 3271,"Audífonos para música, llamadas y multimedia",2704.06,63,2025-08-04 00:00:00,2025-09-27 00:00:00
2536,SKU-02536,Teclado Microsoft 9637,Teclado para computadora de uso diario,1791.3,74,2026-01-07 00:00:00,2026-07-07 00:00:00
2537,SKU-02537,Router D-Link 8746,Router inalámbrico para conexión de red,2149.85,58,2025-08-28 00:00:00,2025-12-23 00:00:00
2538,SKU-02538,Webcam Microsoft 5640,Cámara web para videollamadas,492.78,8,2025-07-24 00:00:00,2025-08-10 00:00:00
2539,SKU-02539,Webcam Trust 5532,Cámara web para videollamadas,452.83,73,2026-06-09 00:00:00,2026-06-27 00:00:00
2540,SKU-02540,Cable USB Steren 8853,Cable USB para conexión y transferencia de datos,1728.99,17,2025-10-12 00:00:00,2026-01-28 00:00:00
2541,SKU-02541,Mouse Logitech 9798,Mouse óptico para computadora,843.57,97,2025-02-18 00:00:00,2025-10-25 00:00:00
2542,SKU-02542,Webcam AverMedia 2799,Cámara web para videollamadas,3269.07,43,2026-05-20 00:00:00,2026-09-21 00:00:00
2543,SKU-02543,Webcam AverMedia 9539,Cámara web para videollamadas,1884.91,52,2025-07-28 00:00:00,2026-01-14 00:00:00
2544,SKU-02544,Teclado Redragon 7627,Teclado para computadora de uso diario,3142.66,45,2025-11-10 00:00:00,2026-05-06 00:00:00
2545,SKU-02545,Disco SSD Samsung 5965,Unidad SSD para almacenamiento de datos,1993.83,71,2026-07-20 00:00:00,2026-09-21 00:00:00
2546,SKU-02546,Cable USB UGREEN 3988,Cable USB para conexión y transferencia de datos,1219.25,22,2026-03-18 00:00:00,2026-07-15 00:00:00
2547,SKU-02547,Mouse Genius 4170,Mouse óptico para computadora,2102.99,15,2025-10-07 00:00:00,2026-01-31 00:00:00
2548,SKU-02548,Webcam AverMedia 6058,Cámara web para videollamadas,2773.01,5,2025-09-08 00:00:00,2026-03-20 00:00:00
2549,SKU-02549,Teclado Redragon 6578,Teclado para computadora de uso diario,2486.23,57,2026-07-03 00:00:00,2026-09-21 00:00:00
2550,SKU-02550,Audífonos Logitech 3411,"Audífonos para música, llamadas y multimedia",2607.38,85,2025-01-09 00:00:00,2025-08-13 00:00:00
2551,SKU-02551,Audífonos Logitech 1074,"Audífonos para música, llamadas y multimedia",972.38,77,2025-05-14 00:00:00,2025-05-30 00:00:00
2552,SKU-02552,Router Tenda 2784,Router inalámbrico para conexión de red,3339.69,57,2026-07-21 00:00:00,2026-09-21 00:00:00
2553,SKU-02553,Cable USB Baseus 6535,Cable USB para conexión y transferencia de datos,1585.68,109,2026-02-07 00:00:00,2026-04-27 00:00:00
2554,SKU-02554,Disco SSD Crucial 8063,Unidad SSD para almacenamiento de datos,1828.59,66,2025-07-28 00:00:00,2025-12-01 00:00:00
2555,SKU-02555,Router Tenda 795,Router inalámbrico para conexión de red,2970.99,56,2025-05-04 00:00:00,2025-08-23 00:00:00
2556,SKU-02556,Router Netgear 4169,Router inalámbrico para conexión de red,3337.51,43,2025-10-01 00:00:00,2026-03-13 00:00:00
2557,SKU-02557,Laptop Lenovo 5061,Equipo portátil para trabajo y estudio,7040.57,13,2025-03-16 00:00:00,2025-06-11 00:00:00
2558,SKU-02558,Disco SSD Crucial 3102,Unidad SSD para almacenamiento de datos,3147.71,7,2025-08-09 00:00:00,2025-08-10 00:00:00
2559,SKU-02559,Memoria USB ADATA 9251,Memoria USB para almacenamiento y transferencia de archivos,1691.93,97,2025-12-24 00:00:00,2026-04-14 00:00:00
2560,SKU-02560,Memoria USB SanDisk 6126,Memoria USB para almacenamiento y transferencia de archivos,1067.22,124,2025-06-02 00:00:00,2025-11-26 00:00:00
2561,SKU-02561,Disco SSD Samsung 1873,Unidad SSD para almacenamiento de datos,1945.96,12,2025-11-04 00:00:00,2025-12-05 00:00:00
2562,SKU-02562,Disco SSD Crucial 9381,Unidad SSD para almacenamiento de datos,2166.91,13,2026-08-02 00:00:00,2026-09-21 00:00:00
2563,SKU-02563,Webcam Logitech 8685,Cámara web para videollamadas,1956.41,11,2026-05-08 00:00:00,2026-07-01 00:00:00
2564,SKU-02564,Teclado Genius 4995,Teclado para computadora de uso diario,3384.72,32,2026-05-13 00:00:00,2026-09-21 00:00:00
2565,SKU-02565,Disco SSD Crucial 7058,Unidad SSD para almacenamiento de datos,2579.56,13,2025-11-29 00:00:00,2025-12-08 00:00:00
2566,SKU-02566,Mouse Logitech 603,Mouse óptico para computadora,2018.82,71,2025-07-28 00:00:00,2025-12-29 00:00:00
2567,SKU-02567,Monitor Dell 7311,Monitor para computadora de alta resolución,5146.9,49,2025-08-05 00:00:00,2025-11-23 00:00:00
2568,SKU-02568,Laptop ASUS 5663,Equipo portátil para trabajo y estudio,24989.52,34,2025-06-18 00:00:00,2025-12-20 00:00:00
2569,SKU-02569,Monitor LG 1286,Monitor para computadora de alta resolución,10386.01,32,2025-10-04 00:00:00,2025-11-03 00:00:00
2570,SKU-02570,Cable USB Belkin 1912,Cable USB para conexión y transferencia de datos,648.69,83,2026-07-03 00:00:00,2026-09-21 00:00:00
2571,SKU-02571,Cable USB Steren 8804,Cable USB para conexión y transferencia de datos,1629.68,129,2025-06-02 00:00:00,2026-01-22 00:00:00
2572,SKU-02572,Disco SSD ADATA 8307,Unidad SSD para almacenamiento de datos,1960.64,11,2025-03-23 00:00:00,2025-09-14 00:00:00
2573,SKU-02573,Router Tenda 2238,Router inalámbrico para conexión de red,1811.12,89,2026-07-26 00:00:00,2026-09-21 00:00:00
2574,SKU-02574,Router TP-Link 3263,Router inalámbrico para conexión de red,1862.38,75,2025-10-19 00:00:00,2025-12-15 00:00:00
2575,SKU-02575,Mouse HP 8749,Mouse óptico para computadora,2777.08,34,2025-07-05 00:00:00,2025-12-02 00:00:00
2576,SKU-02576,Webcam AverMedia 8882,Cámara web para videollamadas,1396.91,51,2026-03-05 00:00:00,2026-09-21 00:00:00
2577,SKU-02577,Laptop Lenovo 895,Equipo portátil para trabajo y estudio,8680.38,26,2025-08-21 00:00:00,2026-03-27 00:00:00
2578,SKU-02578,Monitor LG 7781,Monitor para computadora de alta resolución,9696.97,50,2025-02-15 00:00:00,2025-07-05 00:00:00
2579,SKU-02579,Cable USB Steren 4979,Cable USB para conexión y transferencia de datos,1512.7,35,2025-04-04 00:00:00,2025-11-08 00:00:00
2580,SKU-02580,Disco SSD Samsung 7491,Unidad SSD para almacenamiento de datos,4373.21,12,2025-06-08 00:00:00,2025-08-19 00:00:00
2581,SKU-02581,Audífonos JBL 4957,"Audífonos para música, llamadas y multimedia",543.22,23,2026-08-14 00:00:00,2026-09-21 00:00:00
2582,SKU-02582,Monitor Dell 262,Monitor para computadora de alta resolución,10604.71,5,2025-05-17 00:00:00,2025-10-08 00:00:00
2583,SKU-02583,Monitor Samsung 7536,Monitor para computadora de alta resolución,11015.47,34,2025-08-27 00:00:00,2025-10-18 00:00:00
2584,SKU-02584,Webcam Logitech 9411,Cámara web para videollamadas,3314.9,39,2025-07-11 00:00:00,2026-01-03 00:00:00
2585,SKU-02585,Cable USB Amazon Basics 7579,Cable USB para conexión y transferencia de datos,229.08,38,2025-01-09 00:00:00,2025-08-22 00:00:00
2586,SKU-02586,Mouse HP 9477,Mouse óptico para computadora,2635.99,43,2026-04-16 00:00:00,2026-08-10 00:00:00
2587,SKU-02587,Memoria USB PNY 3011,Memoria USB para almacenamiento y transferencia de archivos,1725.49,116,2025-03-19 00:00:00,2025-10-07 00:00:00
2588,SKU-02588,Audífonos Sony 4886,"Audífonos para música, llamadas y multimedia",1409.36,78,2026-02-05 00:00:00,2026-06-24 00:00:00
2589,SKU-02589,Webcam AverMedia 8515,Cámara web para videollamadas,3258.37,25,2026-03-25 00:00:00,2026-09-21 00:00:00
2590,SKU-02590,Memoria USB ADATA 8206,Memoria USB para almacenamiento y transferencia de archivos,377.0,60,2026-04-11 00:00:00,2026-09-21 00:00:00
2591,SKU-02591,Cable USB Amazon Basics 3102,Cable USB para conexión y transferencia de datos,1306.78,144,2025-11-19 00:00:00,2026-05-17 00:00:00
2592,SKU-02592,Cable USB Steren 1623,Cable USB para conexión y transferencia de datos,657.18,63,2025-05-13 00:00:00,2025-12-04 00:00:00
2593,SKU-02593,Mouse HP 4332,Mouse óptico para computadora,2430.86,39,2025-07-09 00:00:00,2025-08-30 00:00:00
2594,SKU-02594,Cable USB UGREEN 979,Cable USB para conexión y transferencia de datos,1460.56,36,2025-10-25 00:00:00,2026-03-04 00:00:00
2595,SKU-02595,Cable USB Steren 1141,Cable USB para conexión y transferencia de datos,616.4,75,2025-05-09 00:00:00,2025-10-02 00:00:00
2596,SKU-02596,Cable USB UGREEN 1728,Cable USB para conexión y transferencia de datos,1702.57,101,2026-08-13 00:00:00,2026-09-21 00:00:00
2597,SKU-02597,Webcam AverMedia 6416,Cámara web para videollamadas,2526.01,88,2026-08-07 00:00:00,2026-09-21 00:00:00
2598,SKU-02598,Memoria USB Verbatim 2790,Memoria USB para almacenamiento y transferencia de archivos,1224.07,23,2026-08-21 00:00:00,2026-08-25 00:00:00
2599,SKU-02599,Webcam Microsoft 154,Cámara web para videollamadas,3201.31,91,2025-10-18 00:00:00,2026-05-27 00:00:00
2600,SKU-02600,Teclado Logitech 7940,Teclado para computadora de uso diario,947.22,90,2025-03-15 00:00:00,2025-09-21 00:00:00
2601,SKU-02601,Audífonos JBL 6057,"Audífonos para música, llamadas y multimedia",3131.99,80,2025-05-27 00:00:00,2025-07-21 00:00:00
2602,SKU-02602,Audífonos Logitech 4169,"Audífonos para música, llamadas y multimedia",2537.12,48,2025-01-22 00:00:00,2025-09-02 00:00:00
2603,SKU-02603,Teclado HP 9678,Teclado para computadora de uso diario,1201.27,89,2026-04-25 00:00:00,2026-09-21 00:00:00
2604,SKU-02604,Teclado Logitech 6281,Teclado para computadora de uso diario,2036.97,76,2026-04-23 00:00:00,2026-08-10 00:00:00
2605,SKU-02605,Router Huawei 157,Router inalámbrico para conexión de red,1507.08,57,2025-02-24 00:00:00,2025-09-22 00:00:00
2606,SKU-02606,Memoria USB SanDisk 3167,Memoria USB para almacenamiento y transferencia de archivos,659.53,84,2025-06-27 00:00:00,2025-12-06 00:00:00
2607,SKU-02607,Monitor AOC 4370,Monitor para computadora de alta resolución,9846.4,39,2025-10-14 00:00:00,2026-01-31 00:00:00
2608,SKU-02608,Laptop Lenovo 3328,Equipo portátil para trabajo y estudio,15057.78,15,2025-08-26 00:00:00,2026-05-01 00:00:00
2609,SKU-02609,Cable USB Steren 7210,Cable USB para conexión y transferencia de datos,1537.9,135,2025-10-05 00:00:00,2026-05-05 00:00:00
2610,SKU-02610,Disco SSD ADATA 2527,Unidad SSD para almacenamiento de datos,1422.3,25,2026-01-02 00:00:00,2026-07-06 00:00:00
2611,SKU-02611,Disco SSD Kingston 2160,Unidad SSD para almacenamiento de datos,1046.63,57,2026-02-16 00:00:00,2026-07-18 00:00:00
2612,SKU-02612,Memoria USB ADATA 4286,Memoria USB para almacenamiento y transferencia de archivos,265.79,110,2025-07-10 00:00:00,2025-10-16 00:00:00
2613,SKU-02613,Cable USB Belkin 225,Cable USB para conexión y transferencia de datos,1382.89,123,2025-12-06 00:00:00,2025-12-12 00:00:00
2614,SKU-02614,Mouse Microsoft 8425,Mouse óptico para computadora,2129.84,56,2026-05-16 00:00:00,2026-07-27 00:00:00
2615,SKU-02615,Disco SSD ADATA 229,Unidad SSD para almacenamiento de datos,4252.94,31,2026-01-12 00:00:00,2026-01-15 00:00:00
2616,SKU-02616,Router D-Link 5829,Router inalámbrico para conexión de red,3407.84,18,2026-03-29 00:00:00,2026-04-26 00:00:00
2617,SKU-02617,Router TP-Link 3497,Router inalámbrico para conexión de red,822.7,24,2025-05-01 00:00:00,2025-07-01 00:00:00
2618,SKU-02618,Cable USB Amazon Basics 6934,Cable USB para conexión y transferencia de datos,681.87,74,2025-05-24 00:00:00,2025-07-20 00:00:00
2619,SKU-02619,Cable USB Baseus 6467,Cable USB para conexión y transferencia de datos,579.46,59,2025-10-06 00:00:00,2025-10-21 00:00:00
2620,SKU-02620,Monitor LG 7201,Monitor para computadora de alta resolución,9244.96,35,2025-10-17 00:00:00,2025-11-18 00:00:00
2621,SKU-02621,Mouse HP 6971,Mouse óptico para computadora,2424.35,68,2026-07-14 00:00:00,2026-09-21 00:00:00
2622,SKU-02622,Monitor Samsung 2314,Monitor para computadora de alta resolución,6293.9,35,2025-08-25 00:00:00,2026-01-02 00:00:00
2623,SKU-02623,Router Huawei 5985,Router inalámbrico para conexión de red,2357.38,54,2025-12-23 00:00:00,2026-02-25 00:00:00
2624,SKU-02624,Audífonos Philips 3575,"Audífonos para música, llamadas y multimedia",897.64,96,2026-03-04 00:00:00,2026-09-21 00:00:00
2625,SKU-02625,Audífonos Logitech 2341,"Audífonos para música, llamadas y multimedia",1929.74,11,2025-01-01 00:00:00,2025-05-19 00:00:00
2626,SKU-02626,Cable USB Belkin 3323,Cable USB para conexión y transferencia de datos,132.62,87,2026-08-17 00:00:00,2026-08-20 00:00:00
2627,SKU-02627,Memoria USB PNY 9676,Memoria USB para almacenamiento y transferencia de archivos,887.26,13,2025-12-09 00:00:00,2026-05-27 00:00:00
2628,SKU-02628,Cable USB Belkin 4792,Cable USB para conexión y transferencia de datos,1189.48,100,2025-09-21 00:00:00,2026-05-29 00:00:00
2629,SKU-02629,Mouse HP 8506,Mouse óptico para computadora,1593.99,93,2025-12-07 00:00:00,2026-04-09 00:00:00
2630,SKU-02630,Audífonos HyperX 9785,"Audífonos para música, llamadas y multimedia",606.07,19,2026-03-08 00:00:00,2026-06-19 00:00:00
2631,SKU-02631,Mouse Logitech 2965,Mouse óptico para computadora,1289.94,15,2026-08-16 00:00:00,2026-09-21 00:00:00
2632,SKU-02632,Router Huawei 6702,Router inalámbrico para conexión de red,1979.91,25,2025-02-19 00:00:00,2025-06-27 00:00:00
2633,SKU-02633,Router Tenda 4179,Router inalámbrico para conexión de red,2748.54,72,2026-05-05 00:00:00,2026-09-21 00:00:00
2634,SKU-02634,Router Netgear 888,Router inalámbrico para conexión de red,3120.06,58,2025-02-22 00:00:00,2025-05-14 00:00:00
2635,SKU-02635,Teclado Redragon 6395,Teclado para computadora de uso diario,1612.92,22,2025-11-26 00:00:00,2026-03-11 00:00:00
2636,SKU-02636,Monitor ASUS 7946,Monitor para computadora de alta resolución,6250.14,26,2026-04-30 00:00:00,2026-08-12 00:00:00
2637,SKU-02637,Mouse Razer 5819,Mouse óptico para computadora,1712.19,43,2026-02-04 00:00:00,2026-09-21 00:00:00
2638,SKU-02638,Monitor LG 4951,Monitor para computadora de alta resolución,3745.62,12,2025-03-12 00:00:00,2025-11-09 00:00:00
2639,SKU-02639,Laptop Lenovo 1150,Equipo portátil para trabajo y estudio,27907.6,7,2026-04-27 00:00:00,2026-09-21 00:00:00
2640,SKU-02640,Router Tenda 4632,Router inalámbrico para conexión de red,3282.31,71,2025-10-02 00:00:00,2026-01-08 00:00:00
2641,SKU-02641,Memoria USB SanDisk 2068,Memoria USB para almacenamiento y transferencia de archivos,1225.85,127,2026-03-17 00:00:00,2026-09-21 00:00:00
2642,SKU-02642,Mouse Razer 474,Mouse óptico para computadora,2273.34,28,2026-01-13 00:00:00,2026-09-20 00:00:00
2643,SKU-02643,Audífonos Sony 7791,"Audífonos para música, llamadas y multimedia",1248.73,82,2025-08-25 00:00:00,2025-09-03 00:00:00
2644,SKU-02644,Teclado Redragon 3990,Teclado para computadora de uso diario,434.68,88,2025-06-25 00:00:00,2025-08-10 00:00:00
2645,SKU-02645,Monitor LG 4456,Monitor para computadora de alta resolución,6259.09,39,2026-05-27 00:00:00,2026-09-21 00:00:00
2646,SKU-02646,Cable USB Amazon Basics 8325,Cable USB para conexión y transferencia de datos,212.62,127,2025-05-18 00:00:00,2025-07-05 00:00:00
2647,SKU-02647,Webcam Trust 4590,Cámara web para videollamadas,2280.77,16,2026-04-14 00:00:00,2026-04-19 00:00:00
2648,SKU-02648,Memoria USB SanDisk 7036,Memoria USB para almacenamiento y transferencia de archivos,195.91,109,2025-05-13 00:00:00,2025-05-28 00:00:00
2649,SKU-02649,Laptop HP 8246,Equipo portátil para trabajo y estudio,8491.19,16,2026-06-12 00:00:00,2026-09-21 00:00:00
2650,SKU-02650,Teclado Genius 498,Teclado para computadora de uso diario,616.68,36,2025-01-15 00:00:00,2025-08-01 00:00:00
2651,SKU-02651,Teclado Redragon 5019,Teclado para computadora de uso diario,3374.37,58,2026-07-27 00:00:00,2026-09-21 00:00:00
2652,SKU-02652,Mouse Logitech 2044,Mouse óptico para computadora,2433.22,49,2025-07-30 00:00:00,2026-03-17 00:00:00
2653,SKU-02653,Router Tenda 4870,Router inalámbrico para conexión de red,3010.16,48,2025-02-15 00:00:00,2025-03-24 00:00:00
2654,SKU-02654,Mouse Genius 7995,Mouse óptico para computadora,2924.4,79,2025-04-28 00:00:00,2025-12-29 00:00:00
2655,SKU-02655,Disco SSD ADATA 2016,Unidad SSD para almacenamiento de datos,3242.11,51,2025-03-07 00:00:00,2025-06-13 00:00:00
2656,SKU-02656,Webcam Logitech 5174,Cámara web para videollamadas,2584.07,78,2025-12-19 00:00:00,2026-01-09 00:00:00
2657,SKU-02657,Webcam Logitech 3088,Cámara web para videollamadas,2957.56,65,2025-04-05 00:00:00,2025-06-22 00:00:00
2658,SKU-02658,Cable USB Belkin 4028,Cable USB para conexión y transferencia de datos,1734.85,25,2025-12-26 00:00:00,2026-04-28 00:00:00
2659,SKU-02659,Webcam Trust 8068,Cámara web para videollamadas,2658.0,82,2026-04-20 00:00:00,2026-09-21 00:00:00
2660,SKU-02660,Webcam Microsoft 9235,Cámara web para videollamadas,3192.76,49,2025-06-07 00:00:00,2025-08-03 00:00:00
2661,SKU-02661,Disco SSD ADATA 723,Unidad SSD para almacenamiento de datos,4345.76,35,2025-02-27 00:00:00,2025-07-26 00:00:00
2662,SKU-02662,Laptop HP 9921,Equipo portátil para trabajo y estudio,8948.24,24,2026-02-20 00:00:00,2026-04-02 00:00:00
2663,SKU-02663,Audífonos HyperX 7601,"Audífonos para música, llamadas y multimedia",444.6,73,2026-04-08 00:00:00,2026-08-14 00:00:00
2664,SKU-02664,Laptop Lenovo 2807,Equipo portátil para trabajo y estudio,7410.4,31,2025-09-12 00:00:00,2025-10-19 00:00:00
2665,SKU-02665,Webcam AverMedia 6173,Cámara web para videollamadas,2767.52,57,2025-07-27 00:00:00,2025-11-03 00:00:00
2666,SKU-02666,Memoria USB SanDisk 1404,Memoria USB para almacenamiento y transferencia de archivos,177.59,22,2025-05-21 00:00:00,2025-06-05 00:00:00
2667,SKU-02667,Teclado Microsoft 6860,Teclado para computadora de uso diario,3100.25,27,2026-06-05 00:00:00,2026-07-18 00:00:00
2668,SKU-02668,Audífonos JBL 9461,"Audífonos para música, llamadas y multimedia",1074.75,97,2025-04-21 00:00:00,2025-09-23 00:00:00
2669,SKU-02669,Webcam HP 1797,Cámara web para videollamadas,1429.82,62,2026-02-16 00:00:00,2026-08-12 00:00:00
2670,SKU-02670,Laptop ASUS 3532,Equipo portátil para trabajo y estudio,7661.17,18,2026-04-13 00:00:00,2026-09-21 00:00:00
2671,SKU-02671,Memoria USB PNY 9866,Memoria USB para almacenamiento y transferencia de archivos,1430.47,138,2026-01-03 00:00:00,2026-05-06 00:00:00
2672,SKU-02672,Teclado Logitech 5967,Teclado para computadora de uso diario,3451.61,86,2025-12-09 00:00:00,2026-05-02 00:00:00
2673,SKU-02673,Mouse Genius 2066,Mouse óptico para computadora,871.92,20,2025-10-14 00:00:00,2025-10-27 00:00:00
2674,SKU-02674,Disco SSD Western Digital 211,Unidad SSD para almacenamiento de datos,1806.12,56,2025-11-13 00:00:00,2026-01-04 00:00:00
2675,SKU-02675,Webcam HP 5813,Cámara web para videollamadas,495.51,52,2025-12-24 00:00:00,2026-06-11 00:00:00
2676,SKU-02676,Teclado Genius 6674,Teclado para computadora de uso diario,1091.5,23,2026-08-18 00:00:00,2026-09-21 00:00:00
2677,SKU-02677,Memoria USB Kingston 4081,Memoria USB para almacenamiento y transferencia de archivos,647.22,80,2025-11-12 00:00:00,2025-11-21 00:00:00
2678,SKU-02678,Webcam HP 7288,Cámara web para videollamadas,2629.72,47,2026-04-10 00:00:00,2026-07-11 00:00:00
2679,SKU-02679,Webcam AverMedia 2751,Cámara web para videollamadas,585.92,99,2025-12-04 00:00:00,2026-05-30 00:00:00
2680,SKU-02680,Mouse Genius 1393,Mouse óptico para computadora,3239.84,19,2025-11-06 00:00:00,2026-02-13 00:00:00
2681,SKU-02681,Webcam HP 2093,Cámara web para videollamadas,1369.79,91,2025-04-05 00:00:00,2025-12-09 00:00:00
2682,SKU-02682,Disco SSD ADATA 6270,Unidad SSD para almacenamiento de datos,3383.97,23,2025-03-24 00:00:00,2025-11-22 00:00:00
2683,SKU-02683,Disco SSD ADATA 6886,Unidad SSD para almacenamiento de datos,3408.31,7,2026-01-10 00:00:00,2026-08-14 00:00:00
2684,SKU-02684,Router Netgear 5668,Router inalámbrico para conexión de red,918.45,42,2026-03-27 00:00:00,2026-04-22 00:00:00
2685,SKU-02685,Teclado Microsoft 8123,Teclado para computadora de uso diario,745.57,51,2026-07-03 00:00:00,2026-08-16 00:00:00
2686,SKU-02686,Mouse HP 2983,Mouse óptico para computadora,3401.9,59,2025-07-20 00:00:00,2025-10-22 00:00:00
2687,SKU-02687,Audífonos Logitech 8710,"Audífonos para música, llamadas y multimedia",1401.95,19,2025-04-05 00:00:00,2025-12-04 00:00:00
2688,SKU-02688,Teclado Logitech 9128,Teclado para computadora de uso diario,897.62,24,2026-04-02 00:00:00,2026-08-20 00:00:00
2689,SKU-02689,Router Netgear 2306,Router inalámbrico para conexión de red,1872.8,88,2025-10-22 00:00:00,2026-06-23 00:00:00
2690,SKU-02690,Disco SSD Samsung 2143,Unidad SSD para almacenamiento de datos,2509.94,34,2025-01-07 00:00:00,2025-05-18 00:00:00
2691,SKU-02691,Cable USB Amazon Basics 4240,Cable USB para conexión y transferencia de datos,1570.92,133,2025-03-28 00:00:00,2025-06-07 00:00:00
2692,SKU-02692,Teclado HP 1317,Teclado para computadora de uso diario,2112.42,11,2026-03-15 00:00:00,2026-09-21 00:00:00
2693,SKU-02693,Teclado Microsoft 2458,Teclado para computadora de uso diario,912.89,82,2026-08-08 00:00:00,2026-09-21 00:00:00
2694,SKU-02694,Monitor Dell 5974,Monitor para computadora de alta resolución,8869.33,5,2026-06-29 00:00:00,2026-09-21 00:00:00
2695,SKU-02695,Laptop Dell 4257,Equipo portátil para trabajo y estudio,14586.99,5,2025-05-16 00:00:00,2025-08-26 00:00:00
2696,SKU-02696,Monitor Dell 4128,Monitor para computadora de alta resolución,4741.51,22,2025-05-20 00:00:00,2025-11-15 00:00:00
2697,SKU-02697,Disco SSD Samsung 4503,Unidad SSD para almacenamiento de datos,994.69,56,2025-04-01 00:00:00,2025-06-02 00:00:00
2698,SKU-02698,Laptop Dell 3810,Equipo portátil para trabajo y estudio,13771.34,25,2026-01-13 00:00:00,2026-09-07 00:00:00
2699,SKU-02699,Audífonos Logitech 6938,"Audífonos para música, llamadas y multimedia",3021.18,25,2025-09-16 00:00:00,2026-01-11 00:00:00
2700,SKU-02700,Memoria USB SanDisk 2559,Memoria USB para almacenamiento y transferencia de archivos,1578.01,111,2025-10-15 00:00:00,2025-12-27 00:00:00
2701,SKU-02701,Audífonos Philips 5755,"Audífonos para música, llamadas y multimedia",2089.64,6,2025-06-03 00:00:00,2025-07-13 00:00:00
2702,SKU-02702,Laptop Lenovo 3802,Equipo portátil para trabajo y estudio,19008.72,14,2026-06-15 00:00:00,2026-08-23 00:00:00
2703,SKU-02703,Router Tenda 5181,Router inalámbrico para conexión de red,2096.32,64,2025-03-25 00:00:00,2025-07-07 00:00:00
2704,SKU-02704,Monitor Samsung 5725,Monitor para computadora de alta resolución,5497.11,28,2025-04-22 00:00:00,2025-08-02 00:00:00
2705,SKU-02705,Mouse Razer 5126,Mouse óptico para computadora,1382.02,87,2025-09-28 00:00:00,2026-03-23 00:00:00
2706,SKU-02706,Teclado Logitech 5535,Teclado para computadora de uso diario,2673.77,27,2025-08-22 00:00:00,2026-03-06 00:00:00
2707,SKU-02707,Teclado HP 1911,Teclado para computadora de uso diario,999.65,40,2026-04-02 00:00:00,2026-09-21 00:00:00
2708,SKU-02708,Memoria USB PNY 7249,Memoria USB para almacenamiento y transferencia de archivos,942.12,31,2025-01-21 00:00:00,2025-05-27 00:00:00
2709,SKU-02709,Router D-Link 1911,Router inalámbrico para conexión de red,469.18,28,2025-07-25 00:00:00,2025-08-11 00:00:00
2710,SKU-02710,Teclado Microsoft 6917,Teclado para computadora de uso diario,1742.3,52,2026-08-13 00:00:00,2026-09-21 00:00:00
2711,SKU-02711,Disco SSD ADATA 4004,Unidad SSD para almacenamiento de datos,4038.1,75,2025-11-22 00:00:00,2026-05-24 00:00:00
2712,SKU-02712,Mouse Genius 6245,Mouse óptico para computadora,1942.31,91,2025-06-07 00:00:00,2025-10-10 00:00:00
2713,SKU-02713,Disco SSD Kingston 1543,Unidad SSD para almacenamiento de datos,1310.9,74,2026-03-06 00:00:00,2026-04-05 00:00:00
2714,SKU-02714,Webcam Trust 2792,Cámara web para videollamadas,2173.6,60,2025-02-08 00:00:00,2025-04-29 00:00:00
